"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"

0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
50.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
100.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
150.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
200.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
250.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
300.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
350.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	
400.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
450.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	
500.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
550.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	
600.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
650.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
700.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	
750.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
800.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
850.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
900.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	
950.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
1000.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
